current_name,steamid64,oz_id,c_all,c180,c31,c7,first_hit_utc,last_hit_utc
quest,76561198052185822,364,6,0,0,0,2016-12-19,2018-07-15
radek,76561198025474411,462,6,0,0,0,2016-08-07,2018-10-21
rill,76561198057133119,1630,6,2,0,0,2018-08-28,2025-06-30
rummy,76561198061687903,1126,6,0,0,0,2014-11-21,2020-03-14
sh4dlr,76561198069692127,1643,6,0,0,0,2015-05-24,2018-03-15
silk,76561198073759554,5650,6,1,0,0,2015-05-19,2025-05-17
skittles,76561198068107840,2537,6,0,0,0,2014-08-10,2020-07-13
slamm,76561198294431910,5442,6,0,0,0,2024-11-26,2024-11-30
sleepyhead,76561198054795903,2072,6,0,0,0,2019-01-10,2019-11-03
snoble,76561198026045912,1782,6,0,0,0,2017-01-12,2021-03-04
tuja,76561198057479448,846,6,0,0,0,2014-02-28,2018-09-30
wzrd,76561198018600408,112,6,0,0,0,2014-10-04,2016-07-26
yellow,76561198008067084,435,6,0,0,0,2015-01-13,2016-10-10
zek,76561198324300584,5308,6,6,5,2,2025-04-19,2025-09-12
¿Valeyard?,76561198099803732,862,6,0,0,0,2018-06-24,2020-03-09
♥ Bec the Bitch ♥,76561198071764334,173,6,0,0,0,2015-07-30,2019-03-29
- a r c -,76561198063092769,1470,5,0,0,0,2015-11-01,2017-01-28
24/7 Listening To Music,76561198994682480,2603,5,0,0,0,2020-04-21,2020-10-17
Ace,76561198133784396,281,5,0,0,0,2016-07-22,2017-02-20
Akako,76561198176597974,5859,5,0,0,0,2022-01-09,2023-05-19
Ambrosio,76561198084371929,2855,5,0,0,0,2016-03-12,2020-10-05
Astro,76561198139695263,2429,5,0,0,0,2016-03-13,2020-06-11
Cinderella,76561197998161035,2257,5,0,0,0,2014-09-07,2014-10-28
Computer,76561198028373868,2675,5,0,0,0,2014-08-04,2015-03-24
D0S1K0W,76561198397892856,3167,5,1,1,0,2023-12-17,2025-09-09
DOOGEN,76561198189392328,2526,5,0,0,0,2020-03-25,2021-05-10
DSCOMAN,76561198247337412,678,5,0,0,0,2016-02-01,2017-01-17
Daggerman105,76561198137558926,2005,5,0,0,0,2020-11-26,2023-06-25
Dave,76561198035527711,209,5,0,0,0,2016-02-22,2018-08-17
Davé,76561198053740298,5313,5,5,0,0,2025-05-03,2025-08-05
DowWy,76561198268662056,2320,5,0,0,0,2017-09-29,2019-10-17
FleepFloopBippleBop,76561198158212195,5505,5,5,0,0,2025-05-24,2025-06-15
Gears,76561198036440266,200,5,0,0,0,2015-10-24,2019-10-25
Greyhunter,76561197960884202,5871,5,0,0,0,2019-02-06,2024-11-27
Halfwrong,76561198003339619,48,5,0,0,0,2016-07-17,2017-06-30
HomelessWoody,76561198057368586,2669,5,0,0,0,2020-04-15,2020-06-25
Hrebl4ze,76561198086576245,596,5,0,0,0,2016-05-17,2018-07-13
JYNACCI,76561198100942212,4021,5,2,1,0,2022-09-27,2025-08-28
Jocondiz,76561198159429209,5936,5,0,0,0,2018-01-15,2018-06-24
Kattex,76561197995247787,1711,5,0,0,0,2014-09-04,2014-11-27
Larynx,76561199425162651,5164,5,0,0,0,2024-03-02,2024-04-16
Lovely,76561198836503513,4977,5,0,0,0,2024-10-30,2025-03-02
MR SLIN,76561197980196963,1094,5,0,0,0,2012-12-03,2016-05-22
Midside,76561198045732930,2042,5,1,0,0,2014-05-10,2025-04-05
Mifee,76561198069991093,2575,5,0,0,0,2018-07-24,2020-01-21
MonsterGunner0v0,76561198065620889,861,5,0,0,0,2017-09-02,2018-01-14
N1te,76561198369307323,4556,5,0,0,0,2023-04-08,2024-01-30
Neo,76561198106781073,428,5,0,0,0,2016-10-11,2016-11-18
Not Jizzy,76561198132728139,2872,5,0,0,0,2021-03-15,2021-04-15
Passion,76561198076194335,749,5,0,0,0,2016-09-27,2017-03-05
Ryisuh,76561198885661109,5371,5,2,0,0,2021-11-28,2025-06-12
Sarkreez,76561198931708958,3870,5,2,0,0,2022-05-02,2025-07-27
Shigbeard,76561197993698973,1395,5,0,0,0,2020-05-02,2021-12-28
Spir@L,76561198992252998,2915,5,0,0,0,2021-01-26,2023-10-22
Square Bread,76561198155015614,4425,5,1,0,0,2021-06-17,2025-08-10
Stryk,76561198342373638,1322,5,0,0,0,2018-05-13,2018-08-08
Tae,76561198073309415,3392,5,0,0,0,2014-09-21,2014-12-25
Tauntaunwampa,76561198040625153,20,5,0,0,0,2014-08-20,2016-09-19
Trexy LFT,76561198277218570,1905,5,0,0,0,2017-07-17,2017-09-27
YBN mentos,76561198111946012,1409,5,0,0,0,2018-02-02,2018-03-02
Yare,76561199005503422,3735,5,0,0,0,2021-03-17,2021-09-16
_birbee,76561198129154174,5773,5,0,0,0,2020-04-08,2020-08-16
_clem,76561198168478660,3727,5,0,0,0,2021-06-25,2021-09-17
adderall addict,76561198160411781,4527,5,0,0,0,2022-04-02,2024-06-07
aisha💕😘,76561198132172320,3700,5,0,0,0,2022-04-17,2024-04-15
aporia,76561197995426014,1959,5,0,0,0,2013-08-23,2015-09-19
ayako,76561199084578174,3243,5,0,0,0,2020-10-23,2021-04-06
camphorwood,76561198852724881,5116,5,0,0,0,2023-10-07,2025-02-08
can we start over? i miss you,76561198077450524,246,5,0,0,0,2014-11-30,2016-07-21
ch0c,76561198358230130,1404,5,0,0,0,2018-02-04,2018-04-01
cyg,76561198138012167,5480,5,0,0,0,2023-05-22,2024-12-26
dumbomb,76561198048066069,516,5,0,0,0,2015-12-21,2016-09-15
durga,76561199074574744,5186,5,1,0,0,2024-12-15,2025-03-22
emgee,76561198069029713,76,5,0,0,0,2016-04-16,2019-03-08
fifi,76561198126781271,1177,5,0,0,0,2017-09-27,2017-12-17
flaf,76561198122802981,867,5,0,0,0,2016-04-01,2017-06-23
flankslayer69,76561198102723028,994,5,0,0,0,2018-05-04,2020-05-12
grey (っo´ω`o)っ,76561198050618142,3906,5,0,0,0,2022-03-07,2023-01-10
hive,76561199099744527,4274,5,0,0,0,2023-03-11,2024-08-07
huffy,76561198300549385,644,5,0,0,0,2017-04-20,2018-12-26
jarell,76561198271534653,4675,5,0,0,0,2023-03-04,2023-05-31
kai wen,76561198800130797,5775,5,0,0,0,2020-02-09,2020-02-15
kawaiipussyfucker219,76561198006797401,4138,5,0,0,0,2016-03-03,2016-06-19
kl,76561198050868922,945,5,0,0,0,2020-03-31,2020-09-29
m9,76561198125732157,3838,5,0,0,0,2020-10-20,2021-04-27
mimi,76561198128449234,4785,5,5,1,0,2025-04-30,2025-08-20
mixyad3,76561198046461767,4269,5,0,0,0,2022-11-25,2023-01-23
monolith,76561198157810897,2553,5,3,1,0,2025-01-22,2025-09-06
mr steal your burger,76561198328739194,4947,5,0,0,0,2021-12-05,2023-10-15
n3dd,76561198159412279,2403,5,0,0,0,2017-03-31,2020-05-23
nacham_,76561198880479135,4995,5,0,0,0,2024-04-02,2025-02-19
nevermore,76561198076187328,1576,5,0,0,0,2017-04-01,2017-10-01
nyzz,76561198166909147,4716,5,0,0,0,2016-02-20,2016-11-08
oLae!™,76561197965527317,1594,5,0,0,0,2014-06-06,2021-06-07
p6g,76561198347651522,2418,5,0,0,0,2020-01-15,2020-03-04
peko,76561198074413124,4004,5,0,0,0,2021-10-22,2024-05-03
penoid,76561197998832956,11,5,0,0,0,2015-02-01,2018-10-27
puntero,76561198061538510,1528,5,0,0,0,2016-12-30,2021-09-09
redux,76561198053532761,3049,5,0,0,0,2020-03-31,2020-12-11
rubicus,76561198823847982,2830,5,0,0,0,2020-08-08,2021-03-08
said,76561198051008699,707,5,0,0,0,2016-10-31,2023-09-25
sinsa,76561198180190319,1486,5,0,0,0,2019-01-07,2024-02-07
snowblind,76561197963360921,3461,5,0,0,0,2014-06-23,2014-08-15
soIay,76561199829094238,4523,5,3,0,0,2025-03-10,2025-06-14
susutetek,76561198872951544,3009,5,0,0,0,2020-06-07,2021-04-23
teku,76561198084001655,1181,5,0,0,0,2017-11-20,2017-12-16
tonberry,76561197961456343,512,5,0,0,0,2014-06-05,2016-04-21
tragic,76561198061458148,153,5,0,0,0,2015-12-09,2016-10-07
weekend,76561198973823540,3159,5,0,0,0,2021-02-02,2024-09-15
woof,76561198055657103,118,5,0,0,0,2016-08-14,2023-02-09
yk_,76561198148059714,3129,5,0,0,0,2019-05-11,2021-06-10
yons,76561198083920784,3869,5,0,0,0,2023-12-09,2025-03-20
|<0/\/A,76561198090144231,1164,5,0,0,0,2013-12-15,2016-08-30
☯Nopple☯,76561198057922337,2527,5,0,0,0,2015-08-28,2020-04-24
.. -.-. . -.--,76561198036557000,568,4,0,0,0,2014-10-24,2015-08-25
17,76561198241530712,4583,4,3,0,0,2025-02-12,2025-04-06
1R# .Gibus,76561198264590258,2279,4,0,0,0,2018-05-25,2019-01-27
333res #RCATF2,76561198148106704,1809,4,0,0,0,2020-01-13,2020-10-29
7Buggs,76561198964617702,2276,4,0,0,0,2020-03-20,2022-02-06
???,76561197998854727,3547,4,0,0,0,2020-11-27,2021-08-13
Aad,76561198126263769,1987,4,0,0,0,2016-05-30,2019-07-16
Acceonit,76561199089797619,4949,4,0,0,0,2024-03-03,2024-08-17
Amatorii,76561198158460201,3979,4,0,0,0,2023-05-29,2024-01-09
Apocalypse,76561198394929555,1726,4,0,0,0,2018-08-09,2018-08-09
April,76561198848287180,2860,4,0,0,0,2021-03-09,2022-11-23
Aswero,76561198265126578,4422,4,0,0,0,2021-09-03,2024-08-11
BONKITUP123,76561198042843906,1900,4,0,0,0,2016-01-01,2019-07-12
Barry.,76561198074859469,906,4,0,0,0,2017-02-18,2017-04-30
Bolzer.,76561198027766305,2154,4,0,0,0,2015-12-21,2018-03-11
CEO of Cope,76561198867766385,5057,4,1,0,0,2024-08-03,2025-08-05
Cambo,76561198091402920,3536,4,0,0,0,2015-05-01,2015-12-22
Canary,76561198104123262,524,4,0,0,0,2016-06-20,2016-11-06
Chungus McBungus,76561198006695743,3587,4,0,0,0,2014-07-18,2024-08-15
Covino,76561198063561214,3474,4,0,0,0,2015-03-28,2015-09-13
Cryo,76561198062014383,1523,4,0,0,0,2017-09-29,2024-06-10
Delief_,76561198028535226,83,4,0,0,0,2015-10-16,2017-10-20
Dusk,76561198061998379,2152,4,0,0,0,2016-11-27,2017-06-10
Dynamic,76561198078661101,24,4,0,0,0,2016-01-31,2016-06-25
Eniere,76561198024519202,810,4,0,0,0,2015-05-30,2021-07-09
FattyPattyYT,76561198297103244,619,4,0,0,0,2017-04-08,2017-05-27
Felix,76561198305486971,1020,4,0,0,0,2017-08-18,2017-11-10
Geep,76561198127464379,591,4,0,0,0,2017-09-23,2018-04-24
Gogetto,76561198325291530,1038,4,0,0,0,2018-10-28,2019-09-09
Gooch,76561198044206173,191,4,0,0,0,2015-05-02,2015-10-28
H20Gamez,76561198250471340,5036,4,0,0,0,2022-07-30,2023-07-07
HeisenBurger/UCF,76561199172778136,4128,4,0,0,0,2022-07-11,2024-08-17
Hirast,76561198038683042,180,4,0,0,0,2016-02-10,2020-02-16
ItzSak_47,76561198338285317,2847,4,0,0,0,2020-07-03,2024-10-05
Karen the Booty Reaper,76561198047596555,562,4,0,0,0,2016-06-18,2016-10-27
Kodyn,76561198400033565,1138,4,0,0,0,2018-05-28,2020-01-26
Labyrinth,76561198132827798,5259,4,0,0,0,2017-04-13,2018-01-19
Legin,76561198201371083,3664,4,0,0,0,2021-10-16,2021-11-09
LiquidAlchemy,76561198383642609,2942,4,0,0,0,2021-03-28,2023-01-03
Mike Nolan,76561198069425825,2334,4,0,0,0,2019-07-01,2019-12-26
Mone,76561198202786974,3939,4,0,0,0,2021-09-01,2022-09-22
Moth,76561198044420347,3083,4,0,0,0,2016-02-28,2016-02-28
Mundane,76561198070697744,1621,4,0,0,0,2018-06-26,2019-10-24
Nocturne,76561198064030547,1231,4,0,0,0,2015-08-14,2018-06-16
Oldcustard,76561198073962969,4030,4,0,0,0,2021-10-11,2021-10-13
Overdose,76561198064546427,1882,4,0,0,0,2015-12-26,2020-04-17
Pandora222,76561198150843661,2692,4,0,0,0,2017-04-30,2020-05-27
Paper Tiger,76561198846475207,2524,4,0,0,0,2020-03-24,2020-03-29
Patrick,76561198066457424,508,4,0,0,0,2017-04-18,2018-11-14
Paul,76561198156358796,1124,4,0,0,0,2016-03-27,2017-08-22
PogoGogo,76561198124435543,2203,4,0,0,0,2017-09-25,2019-05-25
Potato,76561198025978619,788,4,0,0,0,2015-09-29,2016-03-11
Ramirez,76561198831919884,2442,4,0,0,0,2022-07-29,2025-02-16
Rava,76561198079366831,2010,4,0,0,0,2014-12-26,2015-06-28
Salute.,76561198189749810,156,4,0,0,0,2016-07-03,2016-09-16
Sergeant Southwest Salad,76561198260201158,2783,4,0,0,0,2021-06-13,2022-03-19
Skinny.,76561198180610262,1329,4,0,0,0,2018-01-11,2019-05-24
Solomon,76561198040927024,1078,4,0,0,0,2015-08-08,2017-09-26
Spoopy Zen,76561198382081139,3095,4,0,0,0,2020-10-17,2020-12-24
TDHK,76561197979999303,179,4,0,0,0,2015-07-02,2016-07-06
Thermite,76561198118389766,157,4,0,0,0,2017-02-27,2019-03-09
Tikan,76561198016754195,747,4,0,0,0,2015-11-29,2017-02-12
Tinkleman,76561198311441628,5858,4,4,0,0,2025-06-06,2025-08-08
Whitefang2360,76561198351885434,5100,4,4,1,0,2025-06-29,2025-08-20
Wispree,76561199809922634,5741,4,4,0,0,2025-05-18,2025-07-03
Wuster,76561198166187338,5348,4,0,0,0,2024-11-29,2025-03-16
YELLERR,76561198077176183,926,4,0,0,0,2017-02-18,2017-08-11
Z,76561198124594489,923,4,0,0,0,2017-05-01,2018-02-26
Zoe,76561198282397440,2302,4,0,0,0,2020-06-09,2021-01-12
` i t c H y -,76561198013759758,1151,4,0,0,0,2015-01-02,2017-12-23
a dbx 166a,76561198034306834,3273,4,0,0,0,2021-03-22,2021-07-01
b1,76561198119381698,2327,4,0,0,0,2021-01-13,2021-02-13
bananabreaD_,76561197992728345,304,4,0,0,0,2015-08-16,2016-02-02
cap:),76561198166510196,2629,4,0,0,0,2020-09-02,2020-09-20
cwpy,76561198053801935,431,4,0,0,0,2014-07-25,2014-12-11
dinosaurs200,76561198129017838,1116,4,0,0,0,2018-03-26,2018-09-24
ege bamyasi,76561198070688101,4981,4,0,0,0,2018-07-13,2021-01-27
evelyn (beanie fan),76561198107733201,4388,4,1,0,0,2023-07-15,2025-05-17
ex0dia,76561198048349719,3030,4,0,0,0,2020-11-28,2021-01-05
exwum,76561198130164115,2106,4,0,0,0,2019-03-30,2019-10-19
felix,76561198061687478,2547,4,0,0,0,2020-06-22,2020-10-05
ferriberri,76561197991118418,1984,4,0,0,0,2015-01-06,2022-02-03
flame,76561198203657571,3455,4,0,0,0,2021-02-28,2021-05-26
fleabane,76561198170455270,32,4,0,0,0,2016-04-29,2016-05-02
funk dancing for self defence,76561197999944509,3079,4,0,0,0,2014-11-27,2014-11-27
funny,76561198932074054,3840,4,0,0,0,2021-10-22,2021-12-19
god but black,76561198405224653,1076,4,0,0,0,2017-09-16,2017-10-14
haydos,76561198078310429,3435,4,0,0,0,2024-01-12,2024-01-12
inStinct,76561198029186230,934,4,0,0,0,2017-04-17,2019-11-02
isaac cox,76561198106984142,5309,4,0,0,0,2014-02-12,2020-11-08
johnolad,76561198095912869,2961,4,0,0,0,2020-09-23,2020-10-01
joshroflmao,76561198875574345,1188,4,0,0,0,2019-10-06,2022-10-30
jubzy,76561198018963938,75,4,0,0,0,2014-04-17,2014-08-16
kanon,76561198154189208,3505,4,0,0,0,2021-01-28,2024-08-08
kila58,76561198239226962,570,4,0,0,0,2018-02-09,2020-10-15
killbozer,76561198041553523,4614,4,0,0,0,2014-10-05,2015-09-30
lachy,76561198040532399,696,4,0,0,0,2017-04-06,2017-07-11
ladiesman217,76561198831955015,2702,4,0,0,0,2020-10-02,2020-12-23
lillybit_0,76561199112716868,4708,4,3,0,0,2024-03-20,2025-06-29
linus is home,76561198077236600,374,4,0,0,0,2014-12-30,2016-04-19
lolevont,76561198263181198,2271,4,0,0,0,2019-10-13,2022-01-23
matahari,76561198089202732,1350,4,0,0,0,2018-03-23,2018-08-27
mgm,76561198078497266,3220,4,3,0,0,2021-03-05,2025-05-30
micolash,76561198040897369,152,4,0,0,0,2017-06-02,2018-05-29
mitch,76561198135894861,143,4,0,0,0,2016-12-31,2017-06-30
mun,76561198389852292,5081,4,0,0,0,2023-07-04,2024-03-31
mxi,76561198103705878,1914,4,0,0,0,2016-10-17,2020-08-17
nB,76561199002759353,2448,4,0,0,0,2020-01-07,2021-07-15
niki,76561198163110747,2052,4,0,0,0,2019-07-30,2019-11-06
pew pew,76561198110661425,4298,4,0,0,0,2021-11-20,2022-06-22
pst-16,76561198150653233,2350,4,0,0,0,2019-10-05,2022-01-20
pycus,76561198122180317,287,4,0,0,0,2016-09-17,2017-01-12
rePause,76561198878775757,3582,4,0,0,0,2019-05-15,2020-02-22
royce,76561198282590473,448,4,0,0,0,2016-03-27,2016-08-09
sKarletBlu,76561198079316680,2249,4,0,0,0,2019-01-18,2019-03-08
saeed,76561199028285716,3055,4,0,0,0,2020-12-03,2021-08-24
sjalamin,76561198803840548,4615,4,1,0,0,2024-01-12,2025-07-10
sjcje,76561198207675585,1442,4,0,0,0,2018-09-15,2019-05-31
skai,76561198986850781,1243,4,0,0,0,2024-07-11,2024-10-19
skaka,76561199048862575,3995,4,0,0,0,2022-05-03,2022-09-06
smoke,76561198038401873,4385,4,0,0,0,2015-01-30,2015-08-20
sofa,76561198037973207,3491,4,0,0,0,2014-07-11,2014-08-01
ss temujin1337,76561197971983043,1973,4,0,0,0,2017-06-24,2019-01-04
starbucks,76561198043684806,768,4,0,0,0,2016-01-01,2019-12-25
stormi,76561198109611180,2877,4,0,0,0,2020-05-17,2020-10-21
summer,76561197996812767,944,4,0,0,0,2013-08-08,2014-05-29
synki-,76561198427687015,5534,4,0,0,0,2022-12-23,2023-03-31
synthelin.,76561198352372705,2803,4,0,0,0,2022-01-26,2024-04-25
terrybel,76561198055553140,5543,4,1,0,0,2024-10-30,2025-06-16
tez,76561198963311745,5846,4,4,1,1,2025-07-03,2025-09-12
tjk[f],76561197963791521,3269,4,0,0,0,2021-02-11,2021-02-16
twitch.tv/torusxo,76561198028620525,5885,4,0,0,0,2018-01-23,2018-02-19
ultra,76561198026812618,1127,4,0,0,0,2017-12-21,2021-11-27
underpressure,76561198076598436,4124,4,0,0,0,2017-10-27,2023-08-06
verza,76561198051317088,321,4,0,0,0,2014-12-06,2016-12-10
vetia,76561198076202962,782,4,0,0,0,2016-03-25,2017-05-24
yaboydollarz,76561198037225619,2109,4,0,0,0,2014-06-07,2019-05-20
ᴏғᴏ BlackFireHealer,76561198035912038,1663,4,0,0,0,2016-10-10,2019-11-29
♡ jaish,76561198073529782,270,4,0,0,0,2015-07-25,2016-10-09
♪.Beats,76561197978951174,1543,4,0,0,0,2023-11-11,2024-06-11
-HM- Aidoss,76561198043296143,520,3,0,0,0,2016-09-27,2016-09-27
.minty,76561198110669976,366,3,0,0,0,2016-02-12,2016-10-11
1111,76561198149066707,2107,3,0,0,0,2019-06-25,2020-08-26
13,76561198161465467,4979,3,0,0,0,2024-01-18,2025-01-11
1R# DeD_AvToriTeT,76561198036525963,2209,3,0,0,0,2020-06-06,2020-08-10
Akiari,76561198220905012,3426,3,0,0,0,2016-03-11,2016-04-29
Apolloj,76561198172734329,1378,3,0,0,0,2017-03-26,2017-09-16
Archwood,76561198307776265,5567,3,0,0,0,2018-07-10,2018-07-21
Aspect,76561198802168309,4512,3,0,0,0,2023-05-16,2023-09-13
Aura,76561198128015819,164,3,0,0,0,2016-02-14,2016-04-16
B.aa,76561199080759338,3103,3,0,0,0,2020-09-02,2020-10-06
BarrelCactus_II,76561198945863624,3523,3,0,0,0,2021-08-31,2025-01-30
Ben,76561198018473567,34,3,0,0,0,2015-03-19,2018-10-27
Bernie Sanchaz,76561198195938043,1191,3,0,0,0,2020-04-17,2020-07-15
Bliztank,76561198019252798,3122,3,0,0,0,2017-02-22,2018-09-16
BundyBear,76561198119282596,439,3,0,0,0,2014-08-23,2018-07-10
Burning,76561198057987960,1040,3,0,0,0,2017-11-07,2018-11-12
CLS Kamon,76561198380087296,1810,3,0,0,0,2018-05-17,2018-11-04
Connor',76561198050490694,2639,3,0,0,0,2017-11-11,2020-09-09
Content,76561198944781480,4217,3,2,2,0,2022-08-26,2025-09-02
Cronoan is cool,76561198173963867,2510,3,0,0,0,2020-04-19,2020-04-19
Cypherus,76561198057725524,2959,3,0,0,0,2019-12-07,2020-02-24
Davka,76561198252349080,1733,3,0,0,0,2021-08-01,2021-11-25
Destiny,76561197981261350,1496,3,1,0,0,2021-05-09,2025-05-31
Enzor,76561198042245130,401,3,0,0,0,2014-06-27,2016-09-09
FIN,76561198384791097,3972,3,1,0,0,2022-06-06,2025-03-26
Fade,76561198109566497,1161,3,0,0,0,2021-12-31,2022-04-23
Frawg,76561197963763869,67,3,0,0,0,2015-01-22,2016-09-09
GLXY-alt,76561198097119648,2555,3,0,0,0,2020-04-06,2020-04-21
Gene,76561198087818534,2544,3,0,0,0,2020-05-23,2024-06-22
Gingercatmeow,76561198063858988,1513,3,0,0,0,2018-02-12,2018-09-24
Gosu,76561198412353895,5276,3,3,0,0,2025-08-12,2025-08-12
Gubble,76561198055600105,160,3,0,0,0,2016-01-22,2017-02-10
HaXxorIzed,76561197972764653,394,3,0,0,0,2016-02-23,2018-03-19
Havona,76561198070869544,2551,3,0,0,0,2014-12-13,2021-03-20
Hoste,76561198011649529,2864,3,0,0,0,2021-08-08,2022-09-05
J,76561198182437450,2465,3,0,0,0,2020-11-15,2021-07-12
J!m,76561199137070458,3893,3,0,0,0,2024-02-29,2024-08-03
J.,76561198160966047,1095,3,0,0,0,2017-07-23,2020-10-02
Jiggles,76561198043939682,4504,3,0,0,0,2015-07-20,2015-10-04
Jim9876,76561198139776314,2946,3,0,0,0,2020-08-06,2020-11-25
Juicebox,76561198153194745,933,3,0,0,0,2017-01-18,2017-03-19
Kakuri,76561198028955036,4753,3,0,0,0,2014-11-24,2014-12-16
KamikaZe,76561198197044214,5711,3,0,0,0,2024-02-04,2025-02-01
Leonardo,76561198317576315,3611,3,0,0,0,2020-02-27,2020-02-29
Lev,76561197980015398,2409,3,0,0,0,2021-06-22,2023-04-15
Lime,76561198167740954,1580,3,0,0,0,2018-08-07,2019-08-28
Maple,76561198215662212,1961,3,0,0,0,2017-01-12,2019-03-30
Melt,76561198281550491,5214,3,0,0,0,2024-11-29,2024-12-20
Mercicrux,76561199103168245,5208,3,2,1,0,2024-12-15,2025-08-29
Mex3,76561198158610373,1383,3,0,0,0,2018-05-20,2019-04-24
Mikcow,76561198125670601,753,3,0,0,0,2017-05-20,2023-05-27
NT,76561198203197084,2771,3,0,0,0,2017-11-04,2020-09-19
Nobel_H,76561198082073940,25,3,0,0,0,2015-02-27,2017-02-20
PENZTRIKA,76561198255635534,5886,3,0,0,0,2016-10-21,2016-10-24
Pandora,76561198096031453,2530,3,0,0,0,2014-02-01,2014-06-16
Phone,76561198240324384,1590,3,0,0,0,2018-07-08,2019-05-16
Ponz,76561199405832352,5482,3,1,0,0,2024-05-26,2025-04-21
Porsche911GT3,76561198213697228,1515,3,0,0,0,2019-10-03,2019-10-13
Randy,76561198000532535,3467,3,0,0,0,2013-01-20,2015-07-26
RealFallen,76561198261528454,3894,3,0,0,0,2021-09-21,2021-11-24
SHRIMP!!!!!!!,76561198025246698,479,3,0,0,0,2015-11-20,2015-12-14
Sa1d Mujah1d.,76561198893094227,4651,3,0,0,0,2023-01-20,2023-03-17
Saint J,76561198062202506,208,3,0,0,0,2014-08-20,2016-01-05
Samus,76561198045943019,3610,3,0,0,0,2020-08-25,2021-08-03
Sithiss,76561198075314816,3219,3,0,0,0,2021-01-31,2021-07-28
Some_Thing,76561197968003012,42,3,0,0,0,2014-02-14,2014-09-06
Stral,76561197998393582,411,3,0,0,0,2016-01-27,2017-07-22
StyleZ,76561198092984440,536,3,0,0,0,2015-01-23,2016-01-27
THE SPANISH INQUISITION,76561198148051466,1443,3,0,0,0,2018-09-09,2019-07-10
Thirst Silver,76561198117382144,2220,3,0,0,0,2015-08-05,2016-01-08
TiRa,76561198090259736,5767,3,2,1,0,2025-02-12,2025-08-31
Tissueman,76561198054140217,3086,3,0,0,0,2019-03-27,2020-06-27
Unlucky!,76561198283019090,5569,3,0,0,0,2025-02-27,2025-02-27
Voltage,76561198053601625,1648,3,0,0,0,2015-07-17,2018-12-22
Wolf :),76561198067256350,4135,3,0,0,0,2014-11-01,2014-11-02
Zeroh,76561198026048882,5153,3,1,0,0,2024-07-13,2025-06-09
Zonight,76561198018237410,674,3,0,0,0,2015-11-30,2015-12-17
a_sock,76561198046694824,2346,3,0,0,0,2014-09-21,2016-09-06
akim,76561199815675156,2680,3,0,0,0,2025-02-13,2025-02-17
arbabf,76561197979916184,4389,3,0,0,0,2023-08-04,2024-10-09
boen,76561198064492547,104,3,0,0,0,2016-03-11,2017-05-27
bongo johnny,76561198058946017,1855,3,0,0,0,2018-12-13,2018-12-19
bop,76561198289664759,2558,3,0,0,0,2020-04-10,2020-04-10
bran,76561198114951618,3826,3,0,0,0,2016-06-06,2016-10-10
brickbruiser,76561199032145267,4370,3,0,0,0,2021-03-08,2021-06-01
bugser,76561198043815801,1625,3,0,0,0,2015-06-17,2017-05-01
cRs.,76561197961484646,5171,3,1,0,0,2016-11-23,2025-07-10
ck. Anger Manbavaran,76561198020361678,1971,3,0,0,0,2018-03-25,2019-09-12
dollware,76561198864310714,4828,3,0,0,0,2019-02-16,2019-05-23
domo,76561198054361771,632,3,0,0,0,2017-04-02,2017-04-10
dr3am,76561198064654166,2173,3,0,0,0,2014-10-13,2019-12-12
durc,76561198058016604,47,3,0,0,0,2016-11-22,2020-05-09
ennow,76561197963584779,1362,3,0,0,0,2013-03-07,2017-01-12
exiled,76561198208034243,4868,3,0,0,0,2017-10-31,2019-11-19
float,76561198363371528,904,3,0,0,0,2017-04-15,2017-04-26
foxhat,76561198104827589,1343,3,0,0,0,2014-05-17,2015-04-04
frosted,76561199022395188,5447,3,2,0,0,2025-02-15,2025-05-09
gmp,76561198079010543,668,3,0,0,0,2014-03-17,2014-04-05
gtlm.,76561198084798301,2816,3,0,0,0,2020-05-21,2020-10-11
h0tSnack,76561198176405094,2585,3,1,0,0,2022-01-01,2025-05-10
jen,76561198052193707,77,3,0,0,0,2017-01-29,2019-11-01
jmh,76561197960469463,427,3,0,0,0,2014-09-02,2014-09-14
juice,76561198316470340,1833,3,0,0,0,2020-11-26,2021-09-10
jyydn,76561198138733245,4921,3,0,0,0,2015-04-07,2024-03-29
litESKETIT,76561198060215029,1748,3,0,0,0,2014-06-05,2015-06-28
"llama,.",76561198092347464,2643,3,0,0,0,2020-12-11,2021-06-11
lowkey,76561198880037093,3685,3,0,0,0,2021-07-18,2021-10-12
mac,76561198049798046,91,3,0,0,0,2013-01-20,2015-12-01
make,76561198080726986,2964,3,0,0,0,2021-11-19,2022-05-16
mhc,76561198118787406,1158,3,0,0,0,2018-07-04,2020-06-06
millsie,76561198061572856,775,3,0,0,0,2016-04-20,2016-10-06
noami,76561198122877608,2972,3,0,0,0,2021-07-24,2024-06-14
ooloops,76561198012106208,1896,3,0,0,0,2019-02-28,2019-03-29
osakana373,76561198087506650,635,3,0,0,0,2015-01-25,2016-09-03
pako,76561198298638220,1790,3,0,0,0,2017-09-11,2018-10-31
peter peter child beater,76561198069054390,3514,3,0,0,0,2021-03-18,2022-02-18
postmeridie,76561198142970625,4078,3,0,0,0,2023-11-07,2023-11-15
proton,76561199084367254,3540,3,0,0,0,2024-05-15,2024-05-31
